crm_account_id,Transaction_date,Transaction_amount
17667,"Wednesday, October 9, 2019",2888
17280,"Wednesday, October 9, 2019",2888
14996,"Wednesday, October 9, 2019",5666
10175,"Wednesday, October 9, 2019",4277
4018,"Wednesday, October 9, 2019",2888
17349,"Wednesday, October 9, 2019",4277
7282,"Wednesday, October 9, 2019",43166
6084,"Wednesday, October 9, 2019",2888
15760,"Wednesday, October 9, 2019",2888
6173,"Wednesday, October 9, 2019",15388
887,"Wednesday, October 9, 2019",8444
8970,"Wednesday, October 9, 2019",2888
2499,"Wednesday, October 9, 2019",8444
5528,"Wednesday, October 9, 2019",2888
13783,"Wednesday, October 9, 2019",5833
10400,"Wednesday, October 9, 2019",3583
916,"Wednesday, October 9, 2019",8444
17675,"Wednesday, October 9, 2019",2888
17675,"Wednesday, October 9, 2019",7055
16712,"Wednesday, October 9, 2019",3784
10009,"Wednesday, October 9, 2019",15388
15559,"Wednesday, October 9, 2019",7871
1584,"Wednesday, October 9, 2019",140388
14595,"Wednesday, October 9, 2019",4277
2117,"Wednesday, October 9, 2019",10250
833,"Wednesday, October 9, 2019",151500
10637,"Wednesday, October 9, 2019",8444
1485,"Wednesday, October 9, 2019",6361
8451,"Wednesday, October 9, 2019",5666
12438,"Wednesday, October 9, 2019",2888
4389,"Wednesday, October 9, 2019",2888
9454,"Wednesday, October 9, 2019",15388
14717,"Wednesday, October 9, 2019",2888
9073,"Wednesday, October 9, 2019",28291
9219,"Wednesday, October 9, 2019",140388
4209,"Wednesday, October 9, 2019",7888
8335,"Wednesday, October 9, 2019",2888
9336,"Wednesday, October 9, 2019",126500
16752,"Wednesday, October 9, 2019",9138
1621,"Wednesday, October 9, 2019",11916
1485,"Wednesday, October 9, 2019",2888
2895,"Wednesday, October 9, 2019",2888
4618,"Wednesday, October 9, 2019",2888
6783,"Wednesday, October 9, 2019",2888
10091,"Wednesday, October 9, 2019",2888
17545,"Wednesday, October 9, 2019",8444
6917,"Wednesday, October 9, 2019",14243
5245,"Wednesday, October 9, 2019",2888
17366,"Wednesday, October 9, 2019",3583
17299,"Wednesday, October 9, 2019",2888
10175,"Thursday, October 10, 2019",8444
7174,"Thursday, October 10, 2019",2888
2536,"Thursday, October 10, 2019",2888
10400,"Thursday, October 10, 2019",5666
9377,"Thursday, October 10, 2019",4972
2540,"Thursday, October 10, 2019",2888
17543,"Thursday, October 10, 2019",2888
2589,"Thursday, October 10, 2019",15388
191,"Thursday, October 10, 2019",2888
2295,"Thursday, October 10, 2019",4000
10444,"Thursday, October 10, 2019",2888
16521,"Thursday, October 10, 2019",2888
719,"Thursday, October 10, 2019",2888
17646,"Thursday, October 10, 2019",2888
16497,"Thursday, October 10, 2019",2888
2589,"Thursday, October 10, 2019",15388
7499,"Thursday, October 10, 2019",8444
3923,"Thursday, October 10, 2019",2888
6084,"Thursday, October 10, 2019",4277
13242,"Thursday, October 10, 2019",2888
9319,"Thursday, October 10, 2019",4277
12326,"Thursday, October 10, 2019",9833
14218,"Thursday, October 10, 2019",4277
5502,"Thursday, October 10, 2019",22333
14291,"Thursday, October 10, 2019",15388
6070,"Thursday, October 10, 2019",70944
9454,"Thursday, October 10, 2019",15388
4061,"Thursday, October 10, 2019",84833
12240,"Thursday, October 10, 2019",20944
4923,"Thursday, October 10, 2019",2888
845,"Thursday, October 10, 2019",8444
16289,"Thursday, October 10, 2019",8444
2499,"Thursday, October 10, 2019",8444
388,"Thursday, October 10, 2019",2888
17325,"Thursday, October 10, 2019",5666
8451,"Thursday, October 10, 2019",5666
4596,"Thursday, October 10, 2019",4277
10299,"Thursday, October 10, 2019",5666
6976,"Thursday, October 10, 2019",2888
9109,"Thursday, October 10, 2019",29277
2218,"Thursday, October 10, 2019",2888
12463,"Friday, October 11, 2019",15388
10400,"Friday, October 11, 2019",9833
5245,"Friday, October 11, 2019",2888
103,"Friday, October 11, 2019",2888
6467,"Friday, October 11, 2019",2888
15034,"Friday, October 11, 2019",9833
17261,"Friday, October 11, 2019",2888
14218,"Friday, October 11, 2019",8444
15444,"Friday, October 11, 2019",2888
11622,"Friday, October 11, 2019",2888
7832,"Friday, October 11, 2019",15388
17675,"Friday, October 11, 2019",7055
13242,"Friday, October 11, 2019",2888
191,"Friday, October 11, 2019",2888
8451,"Friday, October 11, 2019",5666
6125,"Friday, October 11, 2019",4277
9377,"Friday, October 11, 2019",4972
1241,"Friday, October 11, 2019",4277
6084,"Friday, October 11, 2019",2888
17752,"Friday, October 11, 2019",2888
5212,"Friday, October 11, 2019",2888
13600,"Friday, October 11, 2019",2888
8697,"Friday, October 11, 2019",2888
2295,"Friday, October 11, 2019",4000
14249,"Friday, October 11, 2019",2888
17366,"Friday, October 11, 2019",2888
4380,"Friday, October 11, 2019",8444
17767,"Saturday, October 12, 2019",4277
12463,"Saturday, October 12, 2019",15388
3370,"Saturday, October 12, 2019",2888
9377,"Saturday, October 12, 2019",4972
13242,"Saturday, October 12, 2019",2888
13763,"Saturday, October 12, 2019",15388
14218,"Saturday, October 12, 2019",7055
6783,"Saturday, October 12, 2019",2888
8780,"Saturday, October 12, 2019",8444
10444,"Saturday, October 12, 2019",2888
5237,"Saturday, October 12, 2019",98722
12982,"Saturday, October 12, 2019",140388
11542,"Saturday, October 12, 2019",2888
8357,"Saturday, October 12, 2019",4277
11021,"Saturday, October 12, 2019",6500
6070,"Saturday, October 12, 2019",70944
7249,"Saturday, October 12, 2019",279277
4923,"Saturday, October 12, 2019",2888
660,"Saturday, October 12, 2019",11222
2295,"Saturday, October 12, 2019",4277
17494,"Saturday, October 12, 2019",2888
6810,"Saturday, October 12, 2019",5666
5240,"Saturday, October 12, 2019",14242
3923,"Saturday, October 12, 2019",3583
14391,"Saturday, October 12, 2019",8444
10687,"Saturday, October 12, 2019",2888
748,"Saturday, October 12, 2019",5666
17759,"Saturday, October 12, 2019",2888
16726,"Saturday, October 12, 2019",3444
5462,"Saturday, October 12, 2019",2888
9454,"Saturday, October 12, 2019",15388
12123,"Saturday, October 12, 2019",14242
17696,"Saturday, October 12, 2019",2888
2843,"Saturday, October 12, 2019",2888
17204,"Saturday, October 12, 2019",5666
10175,"Saturday, October 12, 2019",5666
17578,"Saturday, October 12, 2019",7055
5540,"Saturday, October 12, 2019",5666
14672,"Saturday, October 12, 2019",2888
17261,"Saturday, October 12, 2019",2888
17349,"Saturday, October 12, 2019",4277
7854,"Saturday, October 12, 2019",2888
7174,"Saturday, October 12, 2019",4277
14446,"Saturday, October 12, 2019",13305
14613,"Saturday, October 12, 2019",57055
9904,"Saturday, October 12, 2019",29277
17198,"Saturday, October 12, 2019",4277
17732,"Saturday, October 12, 2019",2888
6084,"Saturday, October 12, 2019",4277
11924,"Saturday, October 12, 2019",5666
6878,"Saturday, October 12, 2019",2888
7749,"Saturday, October 12, 2019",2888
9017,"Saturday, October 12, 2019",8444
9693,"Saturday, October 12, 2019",2888
6596,"Saturday, October 12, 2019",2888
6596,"Saturday, October 12, 2019",2888
10299,"Saturday, October 12, 2019",5666
17683,"Saturday, October 12, 2019",2888
4389,"Saturday, October 12, 2019",2888
11021,"Saturday, October 12, 2019",3583
14178,"Saturday, October 12, 2019",8444
12463,"Saturday, October 12, 2019",15388
9219,"Saturday, October 12, 2019",140388
3421,"Saturday, October 12, 2019",140388
1492,"Saturday, October 12, 2019",140388
12314,"Saturday, October 12, 2019",8444
16712,"Saturday, October 12, 2019",4277
9519,"Saturday, October 12, 2019",3652
17795,"Saturday, October 12, 2019",2888
6467,"Saturday, October 12, 2019",2888
17796,"Saturday, October 12, 2019",2888
16633,"Saturday, October 12, 2019",6361
810,"Saturday, October 12, 2019",15388
6948,"Saturday, October 12, 2019",5666
15321,"Saturday, October 12, 2019",26984
8100,"Saturday, October 12, 2019",2888
12327,"Saturday, October 12, 2019",15388
6920,"Saturday, October 12, 2019",29277
17797,"Saturday, October 12, 2019",2888
7243,"Saturday, October 12, 2019",15388
1614,"Saturday, October 12, 2019",5319
4389,"Saturday, October 12, 2019",2888
5146,"Saturday, October 12, 2019",70944
14996,"Saturday, October 12, 2019",2888
15955,"Saturday, October 12, 2019",4277
8272,"Saturday, October 12, 2019",15388
12779,"Saturday, October 12, 2019",2888
769,"Saturday, October 12, 2019",2888
17809,"Saturday, October 12, 2019",5250
17782,"Saturday, October 12, 2019",8444
4209,"Saturday, October 12, 2019",15388
10533,"Saturday, October 12, 2019",8444
1821,"Saturday, October 12, 2019",70944
769,"Saturday, October 12, 2019",5666
191,"Saturday, October 12, 2019",4277
7337,"Saturday, October 12, 2019",5666
6173,"Sunday, October 13, 2019",15388
17366,"Sunday, October 13, 2019",2888
12463,"Sunday, October 13, 2019",15388
17822,"Sunday, October 13, 2019",4277
14107,"Sunday, October 13, 2019",4972
6596,"Sunday, October 13, 2019",8444
6467,"Sunday, October 13, 2019",2888
15739,"Sunday, October 13, 2019",4277
14455,"Sunday, October 13, 2019",140388
1191,"Sunday, October 13, 2019",2888
14218,"Sunday, October 13, 2019",15388
16811,"Sunday, October 13, 2019",15388
13047,"Sunday, October 13, 2019",15388
7470,"Sunday, October 13, 2019",11222
6084,"Sunday, October 13, 2019",4277
10400,"Sunday, October 13, 2019",9833
1568,"Sunday, October 13, 2019",29277
11021,"Sunday, October 13, 2019",5472
17172,"Sunday, October 13, 2019",2888
17830,"Sunday, October 13, 2019",5666
9377,"Sunday, October 13, 2019",4972
13242,"Sunday, October 13, 2019",2888
7174,"Sunday, October 13, 2019",2888
10450,"Sunday, October 13, 2019",4138
3923,"Sunday, October 13, 2019",3583
5245,"Sunday, October 13, 2019",2888
6792,"Sunday, October 13, 2019",2888
6596,"Sunday, October 13, 2019",5666
6942,"Sunday, October 13, 2019",4277
15673,"Sunday, October 13, 2019",5666
10444,"Sunday, October 13, 2019",2888
10378,"Sunday, October 13, 2019",418166
4923,"Sunday, October 13, 2019",2888
2591,"Sunday, October 13, 2019",418166
388,"Sunday, October 13, 2019",2888
17786,"Sunday, October 13, 2019",2888
17822,"Sunday, October 13, 2019",2888
15698,"Sunday, October 13, 2019",6361
7141,"Sunday, October 13, 2019",2888
7947,"Sunday, October 13, 2019",2888
12799,"Sunday, October 13, 2019",4416
17720,"Sunday, October 13, 2019",2888
2540,"Sunday, October 13, 2019",2888
2699,"Sunday, October 13, 2019",2888
13723,"Sunday, October 13, 2019",2888
2830,"Sunday, October 13, 2019",7819
17414,"Sunday, October 13, 2019",2888
6083,"Sunday, October 13, 2019",26984
7459,"Sunday, October 13, 2019",29277
13924,"Sunday, October 13, 2019",8444
9693,"Sunday, October 13, 2019",2888
17822,"Sunday, October 13, 2019",2888
15924,"Sunday, October 13, 2019",43166
7174,"Sunday, October 13, 2019",2888
17844,"Sunday, October 13, 2019",2888
10533,"Sunday, October 13, 2019",36222
17772,"Sunday, October 13, 2019",14242
882,"Sunday, October 13, 2019",2888
17493,"Sunday, October 13, 2019",2888
9454,"Sunday, October 13, 2019",8444
2295,"Sunday, October 13, 2019",4000
13902,"Sunday, October 13, 2019",43166
14765,"Sunday, October 13, 2019",15388
5448,"Sunday, October 13, 2019",43166
6917,"Sunday, October 13, 2019",7872
6917,"Sunday, October 13, 2019",58840
8357,"Sunday, October 13, 2019",4277
17578,"Sunday, October 13, 2019",18166
5002,"Sunday, October 13, 2019",5666
4389,"Sunday, October 13, 2019",2888
7499,"Sunday, October 13, 2019",2888
12296,"Sunday, October 13, 2019",4277
9377,"Sunday, October 13, 2019",2888
9017,"Sunday, October 13, 2019",9833
17852,"Sunday, October 13, 2019",15388
10175,"Sunday, October 13, 2019",6361
8451,"Sunday, October 13, 2019",5666
1696,"Sunday, October 13, 2019",2888
10290,"Sunday, October 13, 2019",7055
13242,"Sunday, October 13, 2019",2888
3378,"Sunday, October 13, 2019",3444
13723,"Sunday, October 13, 2019",5666
3925,"Sunday, October 13, 2019",15388
17862,"Sunday, October 13, 2019",2888
17366,"Sunday, October 13, 2019",2888
12463,"Sunday, October 13, 2019",15388
7620,"Monday, October 14, 2019",70944
3370,"Monday, October 14, 2019",2888
16305,"Monday, October 14, 2019",8444
8357,"Monday, October 14, 2019",4277
882,"Monday, October 14, 2019",2888
11924,"Monday, October 14, 2019",5666
16726,"Monday, October 14, 2019",3412
748,"Monday, October 14, 2019",4277
9377,"Monday, October 14, 2019",4972
12325,"Monday, October 14, 2019",695944
2295,"Monday, October 14, 2019",4000
12882,"Monday, October 14, 2019",3583
10444,"Monday, October 14, 2019",2888
8357,"Monday, October 14, 2019",4277
12240,"Monday, October 14, 2019",5666
17830,"Monday, October 14, 2019",5666
17341,"Monday, October 14, 2019",2888
5385,"Monday, October 14, 2019",5666
11392,"Monday, October 14, 2019",5319
17493,"Monday, October 14, 2019",7055
17460,"Monday, October 14, 2019",2888
6783,"Monday, October 14, 2019",4277
10400,"Monday, October 14, 2019",5666
6084,"Monday, October 14, 2019",2888
3757,"Monday, October 14, 2019",2888
17871,"Monday, October 14, 2019",2888
17732,"Monday, October 14, 2019",2888
7569,"Monday, October 14, 2019",2888
7282,"Monday, October 14, 2019",29277
3923,"Monday, October 14, 2019",3583
8053,"Monday, October 14, 2019",15388
382,"Monday, October 14, 2019",9833
15576,"Monday, October 14, 2019",15388
17786,"Monday, October 14, 2019",2888
7249,"Monday, October 14, 2019",43166
10299,"Monday, October 14, 2019",5666
9086,"Monday, October 14, 2019",3583
10450,"Monday, October 14, 2019",2888
13600,"Monday, October 14, 2019",2888
1255,"Monday, October 14, 2019",15388
17844,"Monday, October 14, 2019",2888
1629,"Monday, October 14, 2019",2888
14391,"Monday, October 14, 2019",8444
6948,"Monday, October 14, 2019",5666
14595,"Monday, October 14, 2019",2888
16221,"Monday, October 14, 2019",15388
7174,"Monday, October 14, 2019",4277
810,"Monday, October 14, 2019",15388
9693,"Monday, October 14, 2019",2888
3465,"Monday, October 14, 2019",8444
6073,"Monday, October 14, 2019",2888
16554,"Monday, October 14, 2019",7333
17889,"Monday, October 14, 2019",5666
17772,"Monday, October 14, 2019",1875
17772,"Monday, October 14, 2019",1875
17646,"Monday, October 14, 2019",2888
14291,"Monday, October 14, 2019",15388
17172,"Monday, October 14, 2019",15388
6070,"Monday, October 14, 2019",70944
12327,"Monday, October 14, 2019",7055
1133,"Monday, October 14, 2019",70944
2536,"Monday, October 14, 2019",2888
17890,"Monday, October 14, 2019",15388
2767,"Monday, October 14, 2019",8444
16211,"Monday, October 14, 2019",9833
10478,"Monday, October 14, 2019",8444
6878,"Monday, October 14, 2019",3583
9377,"Monday, October 14, 2019",2888
17865,"Monday, October 14, 2019",2888
17315,"Monday, October 14, 2019",7055
1979,"Monday, October 14, 2019",12611
17909,"Monday, October 14, 2019",2888
12463,"Monday, October 14, 2019",29277
8451,"Monday, October 14, 2019",4277
8451,"Monday, October 14, 2019",4277
17247,"Monday, October 14, 2019",2888
12296,"Tuesday, October 15, 2019",4277
17675,"Tuesday, October 15, 2019",5666
6467,"Tuesday, October 15, 2019",2888
8357,"Tuesday, October 15, 2019",4277
4923,"Tuesday, October 15, 2019",2888
8053,"Tuesday, October 15, 2019",126500
14668,"Tuesday, October 15, 2019",8444
275,"Tuesday, October 15, 2019",8444
12385,"Tuesday, October 15, 2019",8444
10444,"Tuesday, October 15, 2019",2888
4353,"Tuesday, October 15, 2019",2888
6084,"Tuesday, October 15, 2019",2888
1907,"Tuesday, October 15, 2019",36222
11402,"Tuesday, October 15, 2019",8444
11021,"Tuesday, October 15, 2019",5277
16092,"Tuesday, October 15, 2019",2888
6596,"Tuesday, October 15, 2019",4277
9377,"Tuesday, October 15, 2019",5666
15430,"Tuesday, October 15, 2019",4277
13389,"Tuesday, October 15, 2019",5666
2295,"Tuesday, October 15, 2019",3722
11021,"Tuesday, October 15, 2019",2888
17261,"Tuesday, October 15, 2019",2888
8117,"Tuesday, October 15, 2019",2888
1039,"Tuesday, October 15, 2019",2888
3923,"Tuesday, October 15, 2019",2888
10687,"Tuesday, October 15, 2019",4277
4408,"Tuesday, October 15, 2019",29277
14218,"Tuesday, October 15, 2019",5250
6467,"Tuesday, October 15, 2019",4277
13788,"Tuesday, October 15, 2019",4277
13242,"Tuesday, October 15, 2019",2888
4408,"Tuesday, October 15, 2019",251500
11904,"Tuesday, October 15, 2019",7875
14734,"Tuesday, October 15, 2019",2888
17920,"Tuesday, October 15, 2019",2888
15955,"Tuesday, October 15, 2019",2888
9864,"Tuesday, October 15, 2019",8444
10222,"Tuesday, October 15, 2019",557055
12240,"Tuesday, October 15, 2019",8444
1627,"Tuesday, October 15, 2019",14694
16752,"Tuesday, October 15, 2019",9833
4209,"Tuesday, October 15, 2019",7888
16629,"Tuesday, October 15, 2019",9833
13810,"Tuesday, October 15, 2019",2888
15731,"Tuesday, October 15, 2019",2888
12463,"Wednesday, October 16, 2019",15388
14595,"Wednesday, October 16, 2019",4055
6810,"Wednesday, October 16, 2019",5666
3370,"Wednesday, October 16, 2019",2888
5245,"Wednesday, October 16, 2019",2888
17366,"Wednesday, October 16, 2019",3583
11924,"Wednesday, October 16, 2019",5666
1264,"Wednesday, October 16, 2019",2888
7470,"Wednesday, October 16, 2019",11222
9377,"Wednesday, October 16, 2019",5666
8357,"Wednesday, October 16, 2019",4277
6084,"Wednesday, October 16, 2019",2888
9219,"Wednesday, October 16, 2019",140388
4061,"Wednesday, October 16, 2019",140388
7430,"Wednesday, October 16, 2019",8444
14291,"Wednesday, October 16, 2019",29277
5660,"Wednesday, October 16, 2019",26972
17646,"Wednesday, October 16, 2019",2888
12327,"Wednesday, October 16, 2019",9833
16419,"Wednesday, October 16, 2019",14138
6596,"Wednesday, October 16, 2019",4277
2295,"Wednesday, October 16, 2019",4277
9454,"Wednesday, October 16, 2019",68130
10450,"Wednesday, October 16, 2019",2888
6296,"Wednesday, October 16, 2019",695944
10961,"Wednesday, October 16, 2019",140388
2999,"Wednesday, October 16, 2019",57055
7174,"Wednesday, October 16, 2019",2888
6263,"Wednesday, October 16, 2019",24435
14971,"Wednesday, October 16, 2019",2888
17782,"Wednesday, October 16, 2019",2888
10444,"Wednesday, October 16, 2019",2888
8335,"Wednesday, October 16, 2019",2888
9454,"Wednesday, October 16, 2019",8444
13047,"Wednesday, October 16, 2019",15388
17505,"Wednesday, October 16, 2019",2888
13242,"Wednesday, October 16, 2019",2888
17987,"Wednesday, October 16, 2019",4277
6948,"Wednesday, October 16, 2019",4277
191,"Wednesday, October 16, 2019",4277
8451,"Wednesday, October 16, 2019",4277
12200,"Wednesday, October 16, 2019",8444
13600,"Wednesday, October 16, 2019",5666
9534,"Wednesday, October 16, 2019",8444
14668,"Wednesday, October 16, 2019",5666
6878,"Wednesday, October 16, 2019",3583
17897,"Wednesday, October 16, 2019",2888
12385,"Wednesday, October 16, 2019",2888
8357,"Wednesday, October 16, 2019",4277
5212,"Wednesday, October 16, 2019",2888
6942,"Wednesday, October 16, 2019",4277
6173,"Wednesday, October 16, 2019",8444
17851,"Wednesday, October 16, 2019",5319
10299,"Wednesday, October 16, 2019",5666
4150,"Wednesday, October 16, 2019",4277
10637,"Wednesday, October 16, 2019",22333
769,"Wednesday, October 16, 2019",2888
17897,"Wednesday, October 16, 2019",4277
7040,"Wednesday, October 16, 2019",43166
9377,"Wednesday, October 16, 2019",2888
8183,"Wednesday, October 16, 2019",15388
810,"Wednesday, October 16, 2019",15388
14595,"Wednesday, October 16, 2019",5333
14060,"Wednesday, October 16, 2019",20613
15321,"Wednesday, October 16, 2019",14250
7082,"Wednesday, October 16, 2019",43166
17374,"Wednesday, October 16, 2019",2888
7831,"Wednesday, October 16, 2019",22333
14451,"Wednesday, October 16, 2019",15388
7249,"Wednesday, October 16, 2019",140388
12240,"Wednesday, October 16, 2019",8444
8324,"Wednesday, October 16, 2019",2888
16289,"Wednesday, October 16, 2019",14277
12463,"Wednesday, October 16, 2019",29277
13276,"Wednesday, October 16, 2019",2888
1629,"Thursday, October 17, 2019",2888
15034,"Thursday, October 17, 2019",11500
10091,"Thursday, October 17, 2019",2888
8357,"Thursday, October 17, 2019",4277
4923,"Thursday, October 17, 2019",2888
17732,"Thursday, October 17, 2019",2888
9377,"Thursday, October 17, 2019",4277
10450,"Thursday, October 17, 2019",2888
5245,"Thursday, October 17, 2019",2888
2295,"Thursday, October 17, 2019",3930
15034,"Thursday, October 17, 2019",29277
9454,"Thursday, October 17, 2019",15388
6084,"Thursday, October 17, 2019",2888
6467,"Thursday, October 17, 2019",2888
12123,"Thursday, October 17, 2019",14242
17189,"Thursday, October 17, 2019",4972
2767,"Thursday, October 17, 2019",43166
10444,"Thursday, October 17, 2019",2888
5432,"Thursday, October 17, 2019",557055
13242,"Thursday, October 17, 2019",2888
13428,"Thursday, October 17, 2019",2888
7282,"Thursday, October 17, 2019",15388
7868,"Thursday, October 17, 2019",8444
13699,"Thursday, October 17, 2019",15388
18030,"Thursday, October 17, 2019",5333
10273,"Thursday, October 17, 2019",2888
265,"Thursday, October 17, 2019",2888
15444,"Thursday, October 17, 2019",2888
2063,"Thursday, October 17, 2019",29277
9017,"Thursday, October 17, 2019",8444
11495,"Thursday, October 17, 2019",22333
12879,"Thursday, October 17, 2019",43166
15034,"Thursday, October 17, 2019",26916
9904,"Friday, October 18, 2019",15388
17830,"Friday, October 18, 2019",9833
10400,"Friday, October 18, 2019",8444
9580,"Friday, October 18, 2019",2888
6084,"Friday, October 18, 2019",2888
9377,"Friday, October 18, 2019",4277
13242,"Friday, October 18, 2019",2888
17150,"Friday, October 18, 2019",140388
15223,"Friday, October 18, 2019",4277
15444,"Friday, October 18, 2019",2888
6173,"Friday, October 18, 2019",4277
10477,"Friday, October 18, 2019",55944
3032,"Friday, October 18, 2019",2888
9580,"Friday, October 18, 2019",2888
17646,"Friday, October 18, 2019",2888
15775,"Friday, October 18, 2019",2888
1271,"Friday, October 18, 2019",5666
388,"Friday, October 18, 2019",2888
2295,"Friday, October 18, 2019",4277
6028,"Friday, October 18, 2019",2888
18060,"Friday, October 18, 2019",2888
16554,"Friday, October 18, 2019",7333
5095,"Friday, October 18, 2019",8444
17782,"Friday, October 18, 2019",2888
10299,"Friday, October 18, 2019",5666
12296,"Friday, October 18, 2019",4277
17892,"Friday, October 18, 2019",2888
14595,"Friday, October 18, 2019",2888
191,"Saturday, October 19, 2019",2888
6173,"Saturday, October 19, 2019",2888
12463,"Saturday, October 19, 2019",15388
7249,"Saturday, October 19, 2019",140388
10444,"Saturday, October 19, 2019",2888
17327,"Saturday, October 19, 2019",2888
16497,"Saturday, October 19, 2019",2888
17675,"Saturday, October 19, 2019",8444
17931,"Saturday, October 19, 2019",2888
13242,"Saturday, October 19, 2019",2888
4380,"Saturday, October 19, 2019",15388
17731,"Saturday, October 19, 2019",8444
10400,"Saturday, October 19, 2019",5666
17830,"Saturday, October 19, 2019",5666
845,"Saturday, October 19, 2019",4277
9377,"Saturday, October 19, 2019",4277
18024,"Saturday, October 19, 2019",2888
6084,"Saturday, October 19, 2019",2888
6948,"Saturday, October 19, 2019",5666
15698,"Saturday, October 19, 2019",6361
2295,"Saturday, October 19, 2019",4000
2682,"Saturday, October 19, 2019",140388
17782,"Saturday, October 19, 2019",2888
7432,"Saturday, October 19, 2019",15388
191,"Saturday, October 19, 2019",4277
1592,"Saturday, October 19, 2019",2888
5237,"Saturday, October 19, 2019",98722
12240,"Saturday, October 19, 2019",5666
6700,"Saturday, October 19, 2019",2888
16752,"Saturday, October 19, 2019",2888
6173,"Sunday, October 20, 2019",8444
18104,"Sunday, October 20, 2019",2888
6688,"Sunday, October 20, 2019",5388
12385,"Sunday, October 20, 2019",4277
882,"Sunday, October 20, 2019",2888
15444,"Sunday, October 20, 2019",2888
9219,"Sunday, October 20, 2019",140388
9377,"Sunday, October 20, 2019",4972
17493,"Sunday, October 20, 2019",2888
6596,"Sunday, October 20, 2019",2888
8357,"Sunday, October 20, 2019",4277
2295,"Sunday, October 20, 2019",4000
9519,"Sunday, October 20, 2019",2888
6810,"Sunday, October 20, 2019",5666
12463,"Sunday, October 20, 2019",29277
4923,"Sunday, October 20, 2019",2888
10400,"Sunday, October 20, 2019",5666
9334,"Sunday, October 20, 2019",279277
9454,"Sunday, October 20, 2019",11222
11021,"Sunday, October 20, 2019",5388
17882,"Sunday, October 20, 2019",5666
13168,"Sunday, October 20, 2019",14242
6467,"Sunday, October 20, 2019",2888
3412,"Sunday, October 20, 2019",5666
7282,"Sunday, October 20, 2019",29277
17414,"Sunday, October 20, 2019",2888
576,"Sunday, October 20, 2019",5666
1241,"Sunday, October 20, 2019",4277
13242,"Sunday, October 20, 2019",2888
17892,"Sunday, October 20, 2019",2888
4389,"Sunday, October 20, 2019",2888
5146,"Sunday, October 20, 2019",70944
8780,"Sunday, October 20, 2019",36222
10444,"Sunday, October 20, 2019",2888
7831,"Sunday, October 20, 2019",8444
1237,"Sunday, October 20, 2019",4277
3370,"Sunday, October 20, 2019",2888
17283,"Sunday, October 20, 2019",4944
17787,"Sunday, October 20, 2019",9833
10637,"Sunday, October 20, 2019",22333
15637,"Sunday, October 20, 2019",15388
15544,"Sunday, October 20, 2019",2888
18110,"Sunday, October 20, 2019",5666
10299,"Sunday, October 20, 2019",5666
13723,"Sunday, October 20, 2019",3722
11612,"Sunday, October 20, 2019",9833
427,"Sunday, October 20, 2019",8444
810,"Sunday, October 20, 2019",3513
810,"Sunday, October 20, 2019",20944
12296,"Sunday, October 20, 2019",4277
1001,"Sunday, October 20, 2019",15388
7430,"Sunday, October 20, 2019",8444
6263,"Sunday, October 20, 2019",98722
79,"Sunday, October 20, 2019",2888
6084,"Sunday, October 20, 2019",2888
10533,"Sunday, October 20, 2019",29277
3619,"Sunday, October 20, 2019",29277
2589,"Sunday, October 20, 2019",29277
12200,"Sunday, October 20, 2019",8444
8272,"Sunday, October 20, 2019",15388
12327,"Sunday, October 20, 2019",4277
12741,"Sunday, October 20, 2019",4277
2830,"Sunday, October 20, 2019",9527
17934,"Sunday, October 20, 2019",2888
845,"Sunday, October 20, 2019",4277
7243,"Sunday, October 20, 2019",2888
6792,"Sunday, October 20, 2019",2888
9580,"Sunday, October 20, 2019",2888
14595,"Sunday, October 20, 2019",2888
191,"Sunday, October 20, 2019",2888
18084,"Sunday, October 20, 2019",2888
18132,"Sunday, October 20, 2019",2888
17233,"Sunday, October 20, 2019",3861
5550,"Sunday, October 20, 2019",2888
10687,"Sunday, October 20, 2019",4277
13509,"Sunday, October 20, 2019",2888
7249,"Sunday, October 20, 2019",140388
14647,"Sunday, October 20, 2019",2888
12463,"Sunday, October 20, 2019",29277
15910,"Sunday, October 20, 2019",2888
10526,"Monday, October 21, 2019",8444
1255,"Monday, October 21, 2019",15388
11556,"Monday, October 21, 2019",2888
17731,"Monday, October 21, 2019",2888
17261,"Monday, October 21, 2019",3305
10400,"Monday, October 21, 2019",6361
9377,"Monday, October 21, 2019",4972
2063,"Monday, October 21, 2019",43166
13242,"Monday, October 21, 2019",2888
2295,"Monday, October 21, 2019",4277
12327,"Monday, October 21, 2019",11694
9461,"Monday, October 21, 2019",8444
17505,"Monday, October 21, 2019",7875
6942,"Monday, October 21, 2019",2888
13924,"Monday, October 21, 2019",8444
17494,"Monday, October 21, 2019",2888
4923,"Monday, October 21, 2019",2888
3877,"Monday, October 21, 2019",4277
275,"Monday, October 21, 2019",8444
11672,"Monday, October 21, 2019",2888
10444,"Monday, October 21, 2019",2888
17830,"Monday, October 21, 2019",6361
15979,"Monday, October 21, 2019",3583
12322,"Monday, October 21, 2019",3041
2899,"Monday, October 21, 2019",2888
14595,"Monday, October 21, 2019",4041
14446,"Monday, October 21, 2019",29277
6810,"Monday, October 21, 2019",5666
18069,"Monday, October 21, 2019",2888
11924,"Monday, October 21, 2019",5666
191,"Monday, October 21, 2019",4277
18121,"Monday, October 21, 2019",2888
